tweet, polarity, negative, neutral, positive, compound
virathindu bjp upcm yogiadityanath congress us budget remind trump war power,negative,0.281,0.719,0.0,-0.5994
virathindu bjp upcm yogiadityanath happy day cast reunites remember erin moran,positive,0.0,0.73,0.27,0.5719
virathindu bjp upcm yogiadityanath ndtv profit cut short panelist start praising pm modi,positive,0.114,0.541,0.346,0.6486
virathindu bjp upcm yogiadityanath video every honest liberal woman must watch,positive,0.0,0.752,0.248,0.5106
virathindu bjp upcm yogiadityanath thai press club told cancel discussion stolen plaque,negative,0.342,0.658,0.0,-0.6369
virathindu bjp upcm yogiadityanath criminal get screwed election commission prepares prevent stereo,negative,0.395,0.539,0.066,-0.7579
ok convinced best clingiest upcm batch ever love,positive,0.0,0.231,0.769,0.9231
rajnath hvng bad track record since upcm coward removed immediately turn wb kerala j amp k,negative,0.351,0.649,0.0,-0.7579
haha hilarious initially demonetisation amp yogiadityanath minimal earnings police unable clear elect bill,positive,0.0,0.546,0.454,0.8074
yes yogiadityanath became cm dilapidated ambulance employed unskilled operator like dalits born pmmodi took oath,positive,0.0,0.714,0.286,0.6369
trader say cm yogi best ever cm uttar pradesh yogiadityanath uttampradesh,positive,0.0,0.704,0.296,0.6369
upcm gonda gandaa city award congratulation sir ji,positive,0.0,0.448,0.552,0.8126
virathindu bjp upcm yogiadityanath distrust government apathy loom algerian election,negative,0.496,0.504,0.0,-0.7096
positive change could seen yogiadityanath yogi,positive,0.0,0.581,0.419,0.5574
virathindu bjp upcm yogiadityanath shocking ajit doval reveals biggest betrayal congress,negative,0.419,0.581,0.0,-0.7579
virathindu bjp upcm yogiadityanath brexit get nasty eu accuses britain unrealistic aim,negative,0.375,0.625,0.0,-0.7184
good absolutely good given u least minimum hour shift,positive,0.0,0.508,0.492,0.7003
totally disappointed informed u earlier suffering much,negative,0.619,0.381,0.0,-0.7574
incident happened pm alone house boundary wall broken worried,negative,0.549,0.451,0.0,-0.743
pm people broken boundary wall without giving proper notice tried stop listen u,negative,0.449,0.551,0.0,-0.7458
well done sir make best cm till upcm,positive,0.0,0.488,0.512,0.743
get better along way akala niyo lang retaining anything surprised much upcm pgh teaching lol,positive,0.0,0.612,0.388,0.765
virathindu bjp upcm yogiadityanath cher sing believe billboard music award month,positive,0.0,0.741,0.259,0.5423
virathindu bjp upcm yogiadityanath anger grows south korea u anti missile system,negative,0.4,0.6,0.0,-0.7184
india dirtiest city yogi state dirtiestcityyogiadityanath,negative,0.405,0.595,0.0,-0.5267
news good news risingpunjab good medium passing time affair yogiadityanath tripletalaq amp babala,positive,0.0,0.655,0.345,0.7003
virathindu bjp upcm yogiadityanath late show host colbert say regret trump insult,negative,0.379,0.621,0.0,-0.7269
virathindu bjp upcm yogiadityanath afghan woman fear loss shelter funding dwindles,negative,0.379,0.621,0.0,-0.6705
virathindu bjp upcm yogiadityanath trump say honored meet north korean leader,positive,0.0,0.725,0.275,0.5859
virathindu bjp upcm yogiadityanath texas lawmaker approve ban sanctuary city,negative,0.286,0.714,0.0,-0.5574
virathindu bjp upcm yogiadityanath exclusive suspected isi agent arrested hour,negative,0.37,0.519,0.111,-0.5423
yogiadityanath sir plz cancl licnse petrol pump ownrs got caught steelng scam othrwise penalty sply monetary useless,negative,0.399,0.546,0.055,-0.8481
virathindu bjp upcm yogiadityanath n korea issue direct criticism china amid nuke dispute,negative,0.359,0.641,0.0,-0.6808
virathindu bjp upcm yogiadityanath abbas say talk trump positive short specific,positive,0.0,0.735,0.265,0.5574
virathindu bjp upcm yogiadityanath shampoo ad islamic country make go rofl,positive,0.0,0.73,0.27,0.5719
virathindu bjp upcm yogiadityanath google warns email scam impersonates google doc,negative,0.362,0.638,0.0,-0.6249
virathindu bjp upcm yogiadityanath education expert international student safe welcome u,positive,0.0,0.576,0.424,0.7096
goup uppcl retd officer takig benfits free pwr suply rezidenc farmhouse also correct,positive,0.0,0.784,0.216,0.5106
virathindu bjp upcm yogiadityanath blast attack nato convoy kill eight people afghanistan,negative,0.438,0.562,0.0,-0.8316
virathindu bjp upcm yogiadityanath army photographer capture death mortar explosion,negative,0.302,0.698,0.0,-0.5994
virathindu bjp upcm yogiadityanath un security council head colombia back peace accord,positive,0.0,0.629,0.371,0.7096
virathindu bjp upcm yogiadityanath nifty best performer asia buoyed rise investor,positive,0.0,0.566,0.434,0.7845
virathindu bjp upcm yogiadityanath crisis hit south sudan hike fee register aid agency,negative,0.255,0.745,0.0,-0.6249
cmofficeup upcm upcmyogiadityanath uppolice minor girl abducted still trace family fear need urgent action,negative,0.337,0.57,0.093,-0.6908
law amp order situation became worst state yogi took charge cm upcmyogiadityanath lawandorder yogisarkar,negative,0.24,0.76,0.0,-0.6249
virathindu bjp upcm yogiadityanath tony award nomination without hamilton murky indeed,positive,0.0,0.741,0.259,0.5423
cm yogiadityanath strong person say shivpalyadav,positive,0.0,0.602,0.398,0.5106
virathindu bjp upcm yogiadityanath criminal shifted far away prison yogi smashing move,negative,0.401,0.599,0.0,-0.7717
virathindu bjp upcm yogiadityanath white house appreciates infosys move hire american,positive,0.0,0.752,0.248,0.5106
virathindu bjp upcm yogiadityanath nifty best performer asia buoyed rise investor,positive,0.0,0.566,0.434,0.7845
virathindu bjp upcm yogiadityanath pakistan kill soldier line control,negative,0.37,0.63,0.0,-0.6908
virathindu bjp upcm yogiadityanath low income minority student lag high school grad rate,negative,0.29,0.71,0.0,-0.5423
bjp win daily story via yogiadityanath,positive,0.0,0.568,0.432,0.5859
upcm please release fund upscholarship general category well sc thank,positive,0.0,0.504,0.496,0.7096
upcmyogiadityanath sir please release fund upscholarship general category well sc st thank,positive,0.0,0.566,0.434,0.7096
virathindu bjp upcm yogiadityanath exclusive video outbreak kajol caught eating beef friend re,positive,0.0,0.701,0.299,0.5719
virathindu bjp upcm yogiadityanath ethiopia blogger face detention restriction,negative,0.397,0.603,0.0,-0.5574
virathindu bjp upcm yogiadityanath syrian activist say explosion near turkish border kill,negative,0.299,0.701,0.0,-0.6908
virathindu bjp upcm yogiadityanath coal mine blast kill least iran dozen trapped,negative,0.448,0.552,0.0,-0.8442
virathindu bjp upcm yogiadityanath qutub minar amp quwat ul islam mosque stand ruin jain hi,negative,0.213,0.787,0.0,-0.5859
virathindu bjp upcm yogiadityanath crisis hit south sudan hike fee register aid agency,negative,0.255,0.745,0.0,-0.6249
virathindu bjp upcm yogiadityanath nigerian president miss cabinet meeting amid health fear,negative,0.324,0.676,0.0,-0.5859
virathindu bjp upcm yogiadityanath ethiopia blogger face detention restriction,negative,0.397,0.603,0.0,-0.5574
sir please help get salary state govt employee yogiadityanath,positive,0.0,0.583,0.417,0.6124
virathindu bjp upcm yogiadityanath snowden barred norway group give prize moscow,positive,0.0,0.752,0.248,0.5106
virathindu bjp upcm yogiadityanath pentagon say america fight isi left civilian dead,negative,0.408,0.592,0.0,-0.7845
virathindu bjp upcm yogiadityanath manish sisodia anna hazare fraud,negative,0.322,0.678,0.0,-0.5859
virathindu bjp upcm yogiadityanath texas lawmaker approve ban sanctuary city,negative,0.286,0.714,0.0,-0.5574
virathindu bjp upcm yogiadityanath trump seek step abbas promote peace israel,positive,0.0,0.596,0.404,0.7269
virathindu bjp upcm yogiadityanath china ready intervene kashmir issue protect big investment,positive,0.0,0.662,0.338,0.6249
virathindu bjp upcm yogiadityanath trump expected sign religious liberty order thursday,positive,0.0,0.746,0.254,0.5267
virathindu bjp upcm yogiadityanath u hosting asean foreign minister discus north korea threat,negative,0.236,0.764,0.0,-0.5267
virathindu bjp upcm yogiadityanath congress us budget remind trump war power,negative,0.281,0.719,0.0,-0.5994
virathindu bjp upcm yogiadityanath coal mine blast kill least iran dozen trapped,negative,0.448,0.552,0.0,-0.8442
virathindu bjp upcm yogiadityanath education expert international student safe welcome u,positive,0.0,0.576,0.424,0.7096
virathindu bjp upcm yogiadityanath low dose aspirin might reduce risk common breast cancer,negative,0.462,0.538,0.0,-0.8225
virathindu bjp upcm yogiadityanath thai press club told cancel discussion stolen plaque,negative,0.342,0.658,0.0,-0.6369
bjp win daily story via bjp yogiadityanath,positive,0.0,0.612,0.388,0.5859
hinduyuvavahini put membership drive hold amid question rise violence actually upcmyogiadityanath must ban,negative,0.412,0.588,0.0,-0.8271
also get justice raj u r hope mine बस आप स ह उम म द ह must reply yogiadityanath ji,positive,0.0,0.636,0.364,0.743
elderly man murdered helping lover unite even god save yogi yogiadityanath yogisarkar upcm,positive,0.186,0.338,0.477,0.7096
virathindu bjp upcm yogiadityanath china u n korea establish contact defuse crisis,negative,0.313,0.687,0.0,-0.6249
rampant illegal sand mining centre nudge yogiadityanath crack whip writing,negative,0.286,0.714,0.0,-0.5574
virathindu bjp upcm yogiadityanath crash cuban military plane kill,negative,0.514,0.486,0.0,-0.8126
virathindu bjp upcm yogiadityanath stokes stroke memorable century supergiant ipl win,positive,0.0,0.725,0.275,0.5859
virathindu bjp upcm yogiadityanath champion league semifinal spotlight monaco,positive,0.0,0.672,0.328,0.5994
dear yogiadityanath lawlessness negates effort mathura man gunned trying protect sister,positive,0.0,0.634,0.366,0.6369
glvdd gujaratlions ddvsgl iplfantasy ipl yogiadityanath modi team win today,positive,0.0,0.703,0.297,0.5859
labourer carry dead son shoulder etawah amp cowambulance service something seriously wrong upcm acchedin,negative,0.453,0.547,0.0,-0.8442
virathindu bjp upcm yogiadityanath new document proof show actively mm sonia govt protected zakir n,positive,0.0,0.698,0.302,0.6369
virathindu bjp upcm yogiadityanath forgiveness contentment life,positive,0.0,0.521,0.479,0.5574
virathindu bjp upcm yogiadityanath low income minority student lag high school grad rate,negative,0.29,0.71,0.0,-0.5423
virathindu bjp upcm yogiadityanath champion league semifinal spotlight real madrid,positive,0.0,0.698,0.302,0.5994
virathindu bjp upcm yogiadityanath lazio win rom napoli close gap point,positive,0.0,0.725,0.275,0.5859
virathindu bjp upcm yogiadityanath french election western social contract threat,negative,0.274,0.726,0.0,-0.5267
virathindu bjp upcm yogiadityanath cia chief south korea talk nuclear threat posed north,negative,0.221,0.779,0.0,-0.5267
virathindu bjp upcm yogiadityanath pakistan iran agree boost border security,positive,0.0,0.479,0.521,0.765
virathindu bjp upcm yogiadityanath nice deal blow psg french title race win,positive,0.0,0.602,0.398,0.765
virathindu bjp upcm yogiadityanath champion league semifinal spotlight juventus,positive,0.0,0.672,0.328,0.5994
virathindu bjp upcm yogiadityanath humanitarian crisis deepens car amid resurging violence,negative,0.477,0.523,0.0,-0.8481
virathindu bjp upcm yogiadityanath champion league semifinal spotlight atletico madrid,positive,0.0,0.698,0.302,0.5994
virathindu bjp upcm yogiadityanath bengaluru follows delhi cue free washroon initiative,positive,0.0,0.752,0.248,0.5106
virathindu bjp upcm yogiadityanath tony award nomination without hamilton murky indeed,positive,0.0,0.741,0.259,0.5423
virathindu bjp upcm yogiadityanath ballistic missile test fired california coastal base,negative,0.265,0.735,0.0,-0.5574
virathindu bjp upcm yogiadityanath muslim man get threat fanatic hind,negative,0.274,0.726,0.0,-0.5267
virathindu bjp upcm yogiadityanath virender sehwag angry killing indian soldier,negative,0.49,0.51,0.0,-0.8271
virathindu bjp upcm yogiadityanath attack displaced northeast syria kill least,negative,0.494,0.506,0.0,-0.8316
virathindu bjp upcm yogiadityanath authority dead several hurt university texas stabbings,negative,0.453,0.471,0.076,-0.8126
hinduyuvavahini spreading terror regarded terrorist organization bulandshahr yogiadityanath modiweakestpmever,negative,0.536,0.464,0.0,-0.8442
virathindu bjp upcm yogiadityanath trump would happy another north korea nuclear test,positive,0.0,0.748,0.252,0.5719
virathindu bjp upcm yogiadityanath champion league semifinal begin another madrid derby,positive,0.0,0.719,0.281,0.5994
appointment good decision bjp hope see good governance long time yogiadityanath,positive,0.0,0.479,0.521,0.8271
virathindu bjp upcm yogiadityanath book ivanka trump must walk complicated ethical line,positive,0.0,0.769,0.231,0.5106
virathindu bjp upcm yogiadityanath fun utah jazz fan turn table warrior razz,positive,0.0,0.641,0.359,0.6808
see talking closed membership post anointment upcm success went head thrown ground janta,positive,0.0,0.764,0.236,0.5719
mean wtf yogiadityanath u explain pradhav simply buy another phone mi geniuspradhan,negative,0.275,0.725,0.0,-0.5859
virathindu bjp upcm yogiadityanath muslim man wanted make hindu friend happy islamist,positive,0.0,0.592,0.408,0.7845
virathindu bjp upcm yogiadityanath thomas celtic much wizard win,positive,0.0,0.678,0.322,0.5859
pl search yogiadityanath like defence minister amp give independent responsibility care army amp nation jetly may justice,positive,0.0,0.553,0.447,0.8591
schools_on_strike upcm parent high hope bjp govt please help taking action entrant school,positive,0.0,0.559,0.441,0.7845
extendneetug plz help u plz yogiadityanath,positive,0.0,0.274,0.726,0.5106
virathindu bjp upcm yogiadityanath video every honest liberal woman must watch,positive,0.0,0.752,0.248,0.5106
virathindu bjp upcm yogiadityanath bengaluru follows delhi cue free washroon initiative,positive,0.0,0.752,0.248,0.5106
yogi ji kindly check commitment lda one room deluxe flat presurising take possession,positive,0.0,0.655,0.345,0.7003
yogiadityanath teacher traveling hr way reach school pinahat fm dayalbagh km way effective teacher help requested,positive,0.0,0.653,0.347,0.7096
cm yogiadityanath trusted spcl sec rigjiyansamphil handle posting personal home energy excise department upcm breaking,positive,0.0,0.714,0.286,0.6369
fee regulatory body today need save education save future schools_on_strike upcm,positive,0.0,0.584,0.416,0.7506
schools_on_strike plz help parent due sharp school fee hike every year urgent attention needed upcm,positive,0.0,0.674,0.326,0.5859
extendneet know response come talking student ignoring attempt going waste,negative,0.407,0.593,0.0,-0.6705
schools_on_strike plz help parent due sharp school fee hike every year urgent attention needed upcm,positive,0.0,0.674,0.326,0.5859
virathindu bjp upcm yogiadityanath turkey erdogan rejoin ruling party referendum win,positive,0.0,0.581,0.419,0.7579
watching leftrightandcentre totally confused everyone arguing discussion yogiadityanath,negative,0.494,0.506,0.0,-0.7056
schools_on_strike plz save parent sharp school fee hike every year urgent attention upcm,positive,0.0,0.613,0.387,0.6486
schools_on_strike plz help parent due sharp school fee hike every year urgent attention needed upcm,positive,0.0,0.674,0.326,0.5859
schools_on_strike plz help parent due sharp school fee hike everyyear urgent helpneeded upcm,positive,0.0,0.633,0.367,0.5859
virathindu bjp upcm yogiadityanath u attack afghanistan kill kerela man joined isi,negative,0.464,0.536,0.0,-0.8316
virathindu bjp upcm yogiadityanath preview uefa champion league semi final,positive,0.0,0.698,0.302,0.5994
virathindu bjp upcm yogiadityanath manish sisodia anna hazare fraud,negative,0.322,0.678,0.0,-0.5859
virathindu bjp upcm yogiadityanath trump seek step abbas promote peace israel,positive,0.0,0.596,0.404,0.7269
virathindu bjp upcm yogiadityanath syrian activist say explosion near turkish border kill,negative,0.299,0.701,0.0,-0.6908
virathindu bjp upcm yogiadityanath resident forced move turkish neighborhood damaged clash,negative,0.396,0.604,0.0,-0.7096
virathindu bjp upcm yogiadityanath nadal beat thiem win th title barcelona,positive,0.0,0.725,0.275,0.5859
public representative facing crisis credibility cm yogiadityanath,negative,0.406,0.594,0.0,-0.6249
cm yogiadityanath refused rape accused gayatriprajapati family,negative,0.695,0.305,0.0,-0.8442
virathindu bjp upcm yogiadityanath oklahoma busy death chamber stay quiet much longer,negative,0.262,0.738,0.0,-0.5994
inform hand surprise yogiadityanath yogisarkar,positive,0.0,0.361,0.639,0.6486
virathindu bjp upcm yogiadityanath star turn planned parenthood gala honoring clinton,positive,0.0,0.752,0.248,0.5106
virathindu bjp upcm yogiadityanath oklahoma busy death chamber stay quiet much longer,negative,0.262,0.738,0.0,-0.5994
virathindu bjp upcm yogiadityanath anger grows south korea u anti missile system,negative,0.4,0.6,0.0,-0.7184
public representative facing crisis credibility yogiadityanath top news,negative,0.345,0.504,0.151,-0.5106
yogiadityanath work state sponsored killing shame,negative,0.652,0.348,0.0,-0.8176
public representative facing crisis credibility uttarpradesh cm yogiadityanath politics news,negative,0.313,0.687,0.0,-0.6249
virathindu bjp upcm yogiadityanath australian nrl player jarrod mullen get year doping ban,negative,0.231,0.769,0.0,-0.5574
virathindu bjp upcm yogiadityanath shame medium agency dedicates article terrorist osama bin l,negative,0.438,0.562,0.0,-0.8316
virathindu bjp upcm yogiadityanath shampoo ad islamic country make go rofl,positive,0.0,0.73,0.27,0.5719
virathindu bjp upcm yogiadityanath mumbai indian beat gujarat lion super,positive,0.0,0.698,0.302,0.5994
ji upsrtc raebareilly depot driver bus nigoha charbagh abused badly asking ticket wheat,negative,0.368,0.632,0.0,-0.7506
would need intervention ensure woman live peacefully freely bjp upcm,positive,0.0,0.44,0.56,0.836
virathindu bjp upcm yogiadityanath bangladesh arrest leader militant group accused killing gay,negative,0.5,0.5,0.0,-0.8402
virathindu bjp upcm yogiadityanath exclusive video outbreak kajol caught eating beef friend re,positive,0.0,0.701,0.299,0.5719
virathindu bjp upcm yogiadityanath muslim man wanted make hindu friend happy islamist,positive,0.0,0.592,0.408,0.7845
virathindu bjp upcm yogiadityanath trump asks american civil war avoided,negative,0.441,0.559,0.0,-0.743
sincerity simpleness humbleness truthfulness devotion inspiringpersonality respect yogiadityanathji upcm,positive,0.0,0.405,0.595,0.8316
bjp uttar pradesh win yogiadityanath anointment give big booster shot r,positive,0.0,0.703,0.297,0.5859
virathindu bjp upcm yogiadityanath state california confederate flag ban excludes individual,negative,0.265,0.735,0.0,-0.5574
virathindu bjp upcm yogiadityanath divine miracle dad chant om amp cry baby go sleep,positive,0.144,0.512,0.344,0.6486
virathindu bjp upcm yogiadityanath ndtv profit cut short panelist start praising pm modi,positive,0.114,0.541,0.346,0.6486
virathindu bjp upcm yogiadityanath german official see promise expanding russia backed syrian peace,positive,0.0,0.592,0.408,0.7096
virathindu bjp upcm yogiadityanath new document proof show actively mm sonia govt protected zakir n,positive,0.0,0.698,0.302,0.6369
virathindu bjp upcm yogiadityanath turkey president rejoins ruling party referendum win,positive,0.0,0.581,0.419,0.7579
fir yogi hindu yuva vahini member murdering muslim man hinduyuvavahiniyogiadityanath,negative,0.323,0.677,0.0,-0.6486
downtrodden carry kin dead body shoulder amp cycle cow get govt sponsored ambulance wakeupindia yogiadityanath,negative,0.235,0.765,0.0,-0.6486
upcmyogiadityanath getting tired roam around electric office claim lost brother due high voltage supply,negative,0.302,0.698,0.0,-0.6369
upcmyogiadityanath getting tired roam around electric office fo claim lost brother due high voltage supply,negative,0.286,0.714,0.0,-0.6369
virathindu bjp upcm yogiadityanath police officer shot killed texas teen fired,negative,0.474,0.526,0.0,-0.8442
virathindu bjp upcm yogiadityanath anger grows south korea u anti missile system,negative,0.4,0.6,0.0,-0.7184
upcmyogiadityanath sir developer anup goyal took money along ngo swo brave soldier sold plot,positive,0.0,0.793,0.207,0.5267
virathindu bjp upcm yogiadityanath answer quora modi biggest liar world,negative,0.268,0.732,0.0,-0.5106
yogiadityanath refused see rape accused gayatri prajapati family look raj bhawan top news,negative,0.457,0.452,0.09,-0.8074
bjp win daily story via yogiadityanath,positive,0.0,0.568,0.432,0.5859
virathindu bjp upcm yogiadityanath beauty democracy epic late shri pramod mahajan,positive,0.0,0.725,0.275,0.5859
waiting eagerly judgement supreme court siksha mitra supremecourtofindia upcm yogiadityanath,positive,0.0,0.563,0.437,0.7351
virathindu bjp upcm yogiadityanath italy renzi easily democratic party primary,positive,0.0,0.611,0.389,0.6249
virathindu bjp upcm yogiadityanath french election western social contract threat,negative,0.274,0.726,0.0,-0.5267
virathindu bjp upcm yogiadityanath german official see promise expanding russia backed syrian peace,positive,0.0,0.592,0.408,0.7096
virathindu bjp upcm yogiadityanath muslim man get threat fanatic hind,negative,0.274,0.726,0.0,-0.5267
good mla yogiadityanath masterclass first timer top news,positive,0.0,0.561,0.439,0.5719
modi ban red beacon sham yogiadityanath uttar pardesh via,negative,0.31,0.69,0.0,-0.5574
life politician birth licked upper politician as death kumarvishwas kejriwal modi yogiadityanath bjp aap,negative,0.231,0.769,0.0,-0.5994
virathindu bjp upcm yogiadityanath venezuelan block road protest maduro constitution call,negative,0.353,0.647,0.0,-0.5994
virathindu bjp upcm yogiadityanath low dose aspirin might reduce risk common breast cancer,negative,0.462,0.538,0.0,-0.8225
modi ban red beacon sham yogiadityanath uttar pardesh via,negative,0.31,0.69,0.0,-0.5574
virathindu bjp upcm yogiadityanath mexican soldier kill suspected gang member gunfight,negative,0.423,0.577,0.0,-0.765
virathindu bjp upcm yogiadityanath isi converted hindu targeted terror operation india,negative,0.254,0.746,0.0,-0.5267
modi ban red beacon sham yogiadityanath uttar pardesh,negative,0.34,0.66,0.0,-0.5574
seeking justice request consider matter pmopg e yogiadityanath,positive,0.0,0.526,0.474,0.5423
please ask driver pilot yatch modi government yogiadityanath bhakt want enlightened,positive,0.0,0.541,0.459,0.7003
virathindu bjp upcm yogiadityanath suicide attack nato convoy afghan capital kill,negative,0.606,0.394,0.0,-0.9231
virathindu bjp upcm yogiadityanath justice department defends record hate crime,negative,0.409,0.398,0.193,-0.5859
virathindu bjp upcm yogiadityanath trump prepares meet abbas peace deal seems far,positive,0.0,0.759,0.241,0.5423
virathindu bjp upcm yogiadityanath manish sisodia anna hazare fraud,negative,0.322,0.678,0.0,-0.5859
rather every state need cm like yogiji close perfection position yogiadityanath,positive,0.0,0.592,0.408,0.7351
virathindu bjp upcm yogiadityanath lazio win rom napoli close gap point,positive,0.0,0.725,0.275,0.5859
tv business hindutva crazed modiji amp yogiadityanath worshipping nutjob horde population want see crap war,negative,0.365,0.457,0.178,-0.6249
bjp win daily story via bjp yogiadityanath,positive,0.0,0.612,0.388,0.5859
virathindu bjp upcm yogiadityanath u attack afghanistan kill kerela man joined isi,negative,0.464,0.536,0.0,-0.8316
virathindu bjp upcm yogiadityanath day history castro ban election declares cuba socialist co,negative,0.231,0.769,0.0,-0.5574
wud seem yogiadityanath edict floral greeting vip reached dehradun,positive,0.0,0.451,0.549,0.743
neetugdateextension yogiadityanath plz try undrstand prblm exam may wil going ruin future plz hlp med student,negative,0.305,0.571,0.124,-0.7003
kudos cm yogiadityanath,positive,0.0,0.377,0.623,0.5106
virathindu bjp upcm yogiadityanath china u n korea establish contact defuse crisis,negative,0.313,0.687,0.0,-0.6249
politics v humanity politics already trending please save humanity humanity yogiadityanath neetugdateextension,positive,0.0,0.621,0.379,0.6705
virathindu bjp upcm yogiadityanath trump say honored meet north korean leader,positive,0.0,0.725,0.275,0.5859
happy bihu assam,positive,0.0,0.351,0.649,0.5719
upcmyogiadityanath please take action mla great work,positive,0.0,0.439,0.561,0.7506
virathindu bjp upcm yogiadityanath crash cuban military plane kill,negative,0.514,0.486,0.0,-0.8126
virathindu bjp upcm yogiadityanath pentagon say america fight isi left civilian dead,negative,0.408,0.592,0.0,-0.7845
virathindu bjp upcm yogiadityanath claim responsibility baghdad bomb kill,negative,0.53,0.47,0.0,-0.836
neetugdateextension plz save life yogiadityanath narendramodi ndtvnews toi,positive,0.0,0.571,0.429,0.5423
virathindu bjp upcm yogiadityanath turkey president rejoins ruling party referendum win,positive,0.0,0.581,0.419,0.7579
virathindu bjp upcm yogiadityanath may day turn violent france america worker take str,negative,0.245,0.755,0.0,-0.5994
virathindu bjp upcm yogiadityanath ninkovic win australian league player year award,positive,0.0,0.552,0.448,0.8074
virathindu bjp upcm yogiadityanath criminal get screwed election commission prepares prevent stereo,negative,0.395,0.539,0.066,-0.7579
virathindu bjp upcm yogiadityanath uk police shoot arrest others counterterror raid,negative,0.348,0.652,0.0,-0.5859
virathindu bjp upcm yogiadityanath lazio win rom napoli close gap point,positive,0.0,0.725,0.275,0.5859
virathindu bjp upcm yogiadityanath electric shock chechen gay men recount day torture,negative,0.394,0.606,0.0,-0.7579
yogiadityanath probably pathetic cm ever insufficient healthcare human ambulance cow another scam loot ppl,negative,0.381,0.619,0.0,-0.8126
virathindu bjp upcm yogiadityanath attack displaced northeast syria kill least,negative,0.494,0.506,0.0,-0.8316
virathindu bjp upcm yogiadityanath champion league semifinal spotlight monaco,positive,0.0,0.672,0.328,0.5994
virathindu bjp upcm yogiadityanath kuroda china led lender help needed support growth,positive,0.0,0.529,0.471,0.7906
virathindu bjp upcm yogiadityanath forgiveness contentment life,positive,0.0,0.521,0.479,0.5574
virathindu bjp upcm yogiadityanath aetna book q loss failed humana bid ups forecast,negative,0.359,0.641,0.0,-0.6808
virathindu bjp upcm yogiadityanath champion league semifinal spotlight juventus,positive,0.0,0.672,0.328,0.5994
breakthetag amitshah astonished yogiadityanath unprecedented popularity upwelcomesshah breaking,positive,0.0,0.513,0.487,0.6908
virathindu bjp upcm yogiadityanath exclusive video outbreak kajol caught eating beef friend re,positive,0.0,0.701,0.299,0.5719
every party front face like modi face bjp yogiadityanath party great face bring revolution,positive,0.0,0.455,0.545,0.9001
virathindu bjp upcm yogiadityanath brexit get nasty eu accuses britain unrealistic aim,negative,0.375,0.625,0.0,-0.7184
yogiadityanath shifted bahubalis prison far away home district smash local crime network,negative,0.405,0.595,0.0,-0.7783
narendramodi yogiadityanath sir suffering lot due irregularity revenue dept plz help expecting justice yogi sir,positive,0.144,0.512,0.344,0.5106
virathindu bjp upcm yogiadityanath nepal create job opportunity,positive,0.0,0.55,0.45,0.5994
virathindu bjp upcm yogiadityanath nice deal blow psg french title race win,positive,0.0,0.602,0.398,0.765
virathindu bjp upcm yogiadityanath stokes stroke memorable century supergiant ipl win,positive,0.0,0.725,0.275,0.5859
virathindu bjp upcm yogiadityanath champion league semifinal spotlight atletico madrid,positive,0.0,0.698,0.302,0.5994
virathindu bjp upcm yogiadityanath greek poverty deepens year austerity,negative,0.292,0.708,0.0,-0.5106
di tinanong yung question ko charot haha ready upcm community receive incoming lu student cheret,positive,0.0,0.703,0.297,0.6705
meron bang opening consultant adviser sergeant arm na position upcm class hahaha nominate kidding hahaha,positive,0.0,0.583,0.417,0.8225
ex appointing one single suitable helm create slew positive change fear favor yogiadityanath,positive,0.155,0.437,0.408,0.6369
virathindu bjp upcm yogiadityanath famed swiss climber killed near mount everest nepal,negative,0.29,0.71,0.0,-0.6705
virathindu bjp upcm yogiadityanath bbg hold panel medium world press freedom day,positive,0.0,0.724,0.276,0.6369
virathindu bjp upcm yogiadityanath china u n korea establish contact defuse crisis,negative,0.313,0.687,0.0,-0.6249
upcmyogiadityanath yogiadityanathcmofup yogisarkar please watch hapur cleanliness neatness city,positive,0.0,0.603,0.397,0.5574
virathindu bjp upcm yogiadityanath new document proof show actively mm sonia govt protected zakir n,positive,0.0,0.698,0.302,0.6369
chief minister yogiadityanath sure know deserves love respect amp real friend firstlove,positive,0.0,0.385,0.615,0.9153
yogiadityanath govt shift around bahubalis various jail smash local crime network upcm,negative,0.241,0.759,0.0,-0.5423
virathindu bjp upcm yogiadityanath kuroda china led lender help needed support growth,positive,0.0,0.529,0.471,0.7906
yogiadityanath smash local crime network shift gangster far away prison top news,negative,0.386,0.511,0.102,-0.7184
hour later upcm yogiadityanath launched new ambulance service cow irony n conscience died india,negative,0.294,0.613,0.092,-0.5106
virathindu bjp upcm yogiadityanath criminal get screwed election commission prepares prevent stereo,negative,0.395,0.539,0.066,-0.7579
virathindu bjp upcm yogiadityanath afghan official taliban attack north kill policeman,negative,0.464,0.536,0.0,-0.8316
virathindu bjp upcm yogiadityanath trump asks american civil war avoided,negative,0.441,0.559,0.0,-0.743
virathindu bjp upcm yogiadityanath turkey erdogan rejoin ruling party referendum win,positive,0.0,0.581,0.419,0.7579
virathindu bjp upcm yogiadityanath italy renzi easily win democratic party primary,positive,0.0,0.473,0.527,0.836
virathindu bjp upcm yogiadityanath thomas celtic much wizard win,positive,0.0,0.678,0.322,0.5859
yogiadityanath govt shift around gangster prison far away home dist attempt smash local crime network,negative,0.343,0.657,0.0,-0.7783
bad condition radhakund vrndavan uttar pradesh chief minister yogiadityanath take quick measure,negative,0.241,0.759,0.0,-0.5423
